source,target,weight
zeenat aman,sachin kamlakar khot,1
zeenat aman,sanjay sharma,1
ziyah vastani,priyadarshan,1
zohra segal,anurag basu,1
zohra segal,aziz sejawal,1
zohra segal,r. balki,1
zoya afroz,anant mahadevan,1
zulfi sayed,akbar khan,1
zulfi sayed,gautam adhikari,1
zulfi sayed,shona urvashi,1
